id,question,theme
468,Where is Topshop located?,Beyoncé
469,What was the new division of Topshop because of the partnership?,Beyoncé
470,"When was it discovered Beyonce was a co-owner of the music service, Tidal?",Beyoncé
471,The parent company of Tidal became under the ownership of whom in 2015?,Beyoncé
472,When was it announced that Beyonce was  a co-owner in Tidal?,Beyoncé
473,What kind of service is Tidal?,Beyoncé
474,What is a criticism of other streaming services?,Beyoncé
475,What music streaming system is Beyoncé part owner of?,Beyoncé
476,House of Dereon became known through Beyonce and which of Beyonce's relatives?,Beyoncé
477,Beyonce's family's company name is what?,Beyoncé
478,What types of garments are sold by Beyonce's clothing line?,Beyoncé
479,Which two countries can you purchase Beyonce's clothing line?,Beyoncé
480,"Who partnered with Beyonce to start the clothing line, Dereon?",Beyoncé
481,Who was the business named for in Beyonce's family?,Beyoncé
482,Where were items from the clothing line displayed?,Beyoncé
483,Who shares in the House of Deréon fashion line introduction with Beyoncé?,Beyoncé
484,What is the name of the House of Deréon junior collection?,Beyoncé
485,What type of accessory company did Beyonce partner with in 2005?,Beyoncé
486,"In 2010, Beyonce released Dereon to what country?",Beyoncé
487,Back-to-school shopping was introduced in what year of Beyonce's clothing line?,Beyoncé
488,What did Beyonce's Fashion Diva  feature?,Beyoncé
489,What company did Beyoncé get together with in 2005 to add shoes to her fashions?,Beyoncé
490,What was the name of the game put out by Starwave Mobile in 2008 that featured Beyoncé fashions?,Beyoncé
491,What was the name of the junior fashions launched in 2009 by Beyoncé and her mother?,Beyoncé
492,Who did Beyoncé team up with in 2010 to get her fashions into Brazil?,Beyoncé
493,Sasha Fierce for Deréon fashions were sold at stores that included Macy's and what other store?,Beyoncé
494,"Beyonce, during October 2014, partnered with whom to produce an outdoor line of clothing?",Beyoncé
495,Beyonce and Topshops first products were to be sold in stores when?,Beyoncé
496,What is Beyonce's percentage of ownership in the new venture?,Beyoncé
497,What company did Beyoncé contract with to sell clothing in England?,Beyoncé
498,What is the name of the equal partnership's fashion line between Beyoncé and the British company to come out in 2016?,Beyoncé
499,What type of clothing does the British partnership with Beyoncé sell?,Beyoncé
500,What national disaster caused Beyonce to create the Survivor Foundation?,Beyoncé
501,What hurricane years later after Katrina did the organization provide support for?,Beyoncé
502,What did Beyonce and Rowland found in 2005?,Beyoncé
503,How much did Beyonce initially contribute to the foundation?,Beyoncé
504,How has this foundation changed in recent years?,Beyoncé
505,What foundation did Beyoncé start after Hurricane Katrina?,Beyoncé
506,How much money did Beyoncé contribute at the beginning of her Hurricane Katrina foundation?,Beyoncé
507,What other hurricane did Beyoncé's foundation help with?,Beyoncé
508,Who did Beyonce participate with in the Hope for Haiti Now: A Global Benefit?,Beyoncé
509,How much did the T-shirt with Beyonce's image on it make? ,Beyoncé
510,"What charity benefited from  the release of the song, God Bless the USA?",Beyoncé
511,What did she participate in with George Clooney?,Beyoncé
512,Which two stars did Beyoncé help with their Haiti Earthquake organization?,Beyoncé
513,What did Beyoncé open at the Brooklyn Phoenix House in 2010?,Beyoncé
514,"Which national event caused Beyonce to produce ""Demand a Plan?""",Beyoncé
515,What song did Beyonce contribute to the campaign?,Beyoncé
516,Beyonce is contributing to which food-donation campaign?,Beyoncé
517,"On June 1 , 2013 where was the concert held for ""a Chime for Change""?",Beyoncé
518,"Beyonce was speaking about whom when she said her gift was ""finding the best qualities in every human being.""?",Beyoncé
519,The Demand a Plan video campaign followed what tragic event?,Beyoncé
520,What was the focus of the Gucci Chime for Change campaign?,Beyoncé
521,What crowdfunding platform was used in the concert?,Beyoncé
522,What school shooting prompted the creation of Demand A Plan?,Beyoncé
523,Who did Beyoncé work with in 2013 on the Chime for Change campaign?,Beyoncé
524,What was Frédéric's nationalities?,Frédéric_Chopin
525,In what era was Frédéric active in?,Frédéric_Chopin
526,For what instrument did Frédéric write primarily for?,Frédéric_Chopin
527,In what area was Frédéric born in?,Frédéric_Chopin
528,What year was Chopin born?,Frédéric_Chopin
529,What era was Chopin active during?,Frédéric_Chopin
530,Where did Chopin grow up?,Frédéric_Chopin
531,What instrument did he mostly compose for?,Frédéric_Chopin
532,At what age did Chopin  leave Poland?,Frédéric_Chopin
533,When did Chopin die?,Frédéric_Chopin
534,What was Chopin's full name?,Frédéric_Chopin
535,The majority of Chopin's compositions were for what instrument?,Frédéric_Chopin
536,Chopin was active during what era?,Frédéric_Chopin
537,How old was Chopin when he left Poland?,Frédéric_Chopin
538,In what era of music did Chopin compose?,Frédéric_Chopin
539,What year did Chopin die?,Frédéric_Chopin
540,At what age did Frédéric move to Paris?,Frédéric_Chopin
541,In what year did Frédéric obtain citizenship in France?,Frédéric_Chopin
542,What was Frédéric's most likely cause of death?,Frédéric_Chopin
543,How many public shows did he perform during the last years of his life?,Frédéric_Chopin
544,What other composer did Chopin develop a friendship with?,Frédéric_Chopin
545,What year did he gain citizenship in France?,Frédéric_Chopin
546,At what age did Chopin move to Paris?,Frédéric_Chopin
547,What year did Chopin become a citizen of France?,Frédéric_Chopin
548,In what year did Chopin become a French citizen?,Frédéric_Chopin
549,What was the likely cause of death for Chopin?,Frédéric_Chopin
550,What instrument did every composition by Frédéric include?,Frédéric_Chopin
551,What concept was Frédéric credited with creating?,Frédéric_Chopin
552,Whose music did Frédéric admire the most and thus provide influence on his work?,Frédéric_Chopin
553,What features marked Frédéric's performance style and made them unique?,Frédéric_Chopin
554,What concept did Chopin create?,Frédéric_Chopin
555,What three composers influenced Chopin's work?,Frédéric_Chopin
556,"Chopin wrote some music to lyrics, what language were the lyrics?",Frédéric_Chopin
557,What instrument is involved in all of Chopin's work?,Frédéric_Chopin
558,What language were some songs written in that Chopin wrote music for?,Frédéric_Chopin
559,Of what venue was Chopin an often invited guest?,Frédéric_Chopin
560,What was the degree of Frédéric's association with political insurrection?,Frédéric_Chopin
561,What parts of Frédéric's personal life influenced his legacy as a leading symbol of the era?,Frédéric_Chopin
562,In which era was Frédéric leave a legacy of as a leading symbol?,Frédéric_Chopin
563,In what forms of media has Frédéric been the subject of?,Frédéric_Chopin
564,Where did Chopin create the majority of his compositions?,Frédéric_Chopin
565,Chopin is a native of what country?,Frédéric_Chopin
566,Where did Chopin create most of his works?,Frédéric_Chopin
567,Chopin was indirectly related to what?,Frédéric_Chopin
568,Chopin is considered a prominent symbol of what?,Frédéric_Chopin
569,In what village was Frédéric born in?,Frédéric_Chopin
570,"Despite the birthdate given by parish baptismal, what date is given by the composer and his family instead?",Frédéric_Chopin
571,What was the latin form of Frédéric's full name?,Frédéric_Chopin
572,Where was Chopin born?,Frédéric_Chopin
573,Who was responsible for the creation of the Duchy of Warsaw?,Frédéric_Chopin
574,When was his birthday recorded as being?,Frédéric_Chopin
575,What birth date is now considered as his actual birthday?,Frédéric_Chopin
576,Chopin's given names in Latin are what?,Frédéric_Chopin
577,The Duchy of Warsaw was created by whom?,Frédéric_Chopin
578,Chopin's birth is recorded as when?,Frédéric_Chopin
579,What is the Latin form of Chopin's name?,Frédéric_Chopin
580,Chopin was actually born outside of Warsaw at what location?,Frédéric_Chopin
581,What famous French leader had established the Polish state at this time?,Frédéric_Chopin
582,Who did Frédéric's father marry in 1806?,Frédéric_Chopin
583,"What language did Frédéric's father, Nicolas, insist on using in the household?",Frédéric_Chopin
584,What was Chopin's father's first name?,Frédéric_Chopin
585,From where id Chopin's father emigrate from?,Frédéric_Chopin
586,What is Chopin's older sister's name?,Frédéric_Chopin
587,When did Chopin's family move to Warsaw?,Frédéric_Chopin
588,Where did Chopin's father get a teaching position?,Frédéric_Chopin
589,What instruments did Chopin's father play?,Frédéric_Chopin
590,What instrument did Chopin's mother teach?,Frédéric_Chopin
591,How old was Chopin when his family moved to Warsaw?,Frédéric_Chopin
592,What language did Chopin's father teach?,Frédéric_Chopin
593,What two instruments did Chopin's father play?,Frédéric_Chopin
594,What instrument did Chopin's mother teach at the boarding house?,Frédéric_Chopin
595,Where did Chopin live with his family in Warsaw?,Frédéric_Chopin
596,Which sister did Frédéric play duets with sometimes while being tutored at this time?,Frédéric_Chopin
597,What is the earliest surviving musical notation composed by Frédéric?,Frédéric_Chopin
598,Who was Chopin's initial piano teacher?,Frédéric_Chopin
599,At what age did Chopin start playing publicly?,Frédéric_Chopin
600,What year did Chopin compose his first work?,Frédéric_Chopin
601,During what years did Chopin receive instruction from  Żywny?,Frédéric_Chopin
602,How old was Chopin when he began to perform for the public?,Frédéric_Chopin
603,"Who was Chopin's earliest piece of music, that there is a record of, dedicated to?",Frédéric_Chopin
604,In what year was the Saxon Palace taken by the Russian governor for use regarding the military?,Frédéric_Chopin
605,What palace was Frédéric sometimes invited to as a companion of the ruler's son?,Frédéric_Chopin
606,The Saxon Palace was taken over for military use in what year?,Frédéric_Chopin
607,As a child Chopin was invited to play with the son of whom?,Frédéric_Chopin
608,What did Chopin create for Grand Duke Constantine?,Frédéric_Chopin
609,In one of his works who affirmed the popularity of Chopin as a child?,Frédéric_Chopin
610,What was the place Chopin was invited to as a friend of ruler's son?,Frédéric_Chopin
611,What is the title and name of the ruler whose son Chopin was friends with?,Frédéric_Chopin
612,What type of musical piece did Chopin compose for his friend's ruling father?,Frédéric_Chopin
613,Who wrote in 1818 about the popularity of Chopin?,Frédéric_Chopin
614,During what years did Frédéric visit the Warsaw Lyceum for lessons?,Frédéric_Chopin
615,What was the name of the mechanical organ Frédéric performed on during 1825?,Frédéric_Chopin
616,Chopin had three years of lessons with whom?,Frédéric_Chopin
617,What gift did Tsar Alexander I give to Chopin?,Frédéric_Chopin
618,What was the first of Chopin's works to gain international renown? ,Frédéric_Chopin
619,What was the name of the teacher of Chopin's three year course that began in the fall of 1826?,Frédéric_Chopin
620,What is th ename of the mechanical organ Chopin played in 1825?,Frédéric_Chopin
621,What did Tsar Alexander I give to Chopin?,Frédéric_Chopin
622,What is the title of his first commercially successful work?,Frédéric_Chopin
623,Who was Frédéric a guest of during his visit of Szafarnia in 1824 and 1825?,Frédéric_Chopin
624,In which village did Frédéric first experience rural Polish folk music?,Frédéric_Chopin
625,To whom did Frédéric write letters to during his stay in Szafarnia?,Frédéric_Chopin
626,What did Frédéric write parodies of in his letters?,Frédéric_Chopin
627,During his vacation in 1824 and 1825 who did Chopin spend his vacation with?,Frédéric_Chopin
628,What was the name of the person who hosted Chopin as a guest when he discovered Polish rural folk music?,Frédéric_Chopin
